Phone timestamp;sensor timestamp [ns];channel 0;channel 1;channel 2;ambient
2026-06-21T06:05:24.565;835351534907946074;-500623;-509963;-517763;-650688;
2026-06-21T06:05:24.572;835351534915353481;-500661;-510001;-517801;-650688;
2026-06-21T06:05:24.579;835351534922760889;-500704;-510044;-517844;-650687;
2026-06-21T06:05:24.587;835351534930168296;-500750;-510090;-517890;-650687;
2026-06-21T06:05:24.594;835351534937575704;-500801;-510141;-517941;-650687;
2026-06-21T06:05:24.602;835351534944983111;-500854;-510194;-517994;-650687;
2026-06-21T06:05:24.609;835351534952390519;-500911;-510251;-518051;-650687;
2026-06-21T06:05:24.616;835351534959797926;-500970;-510310;-518110;-650687;
2026-06-21T06:05:24.624;835351534967205333;-501031;-510371;-518171;-650687;
2026-06-21T06:05:24.631;835351534974612741;-501094;-510434;-518234;-650687;
2026-06-21T06:05:24.639;835351534982020148;-501157;-510497;-518297;-650687;
2026-06-21T06:05:24.646;835351534989427556;-501220;-510560;-518360;-650687;
2026-06-21T06:05:24.653;835351534996834963;-501283;-510623;-518423;-650687;
2026-06-21T06:05:24.661;835351535004242370;-501344;-510684;-518484;-650687;
2026-06-21T06:05:24.668;835351535011649778;-501403;-510743;-518543;-650687;
2026-06-21T06:05:24.676;835351535019057185;-501459;-510799;-518599;-650687;
2026-06-21T06:05:24.683;835351535026464593;-501512;-510852;-518652;-650687;
2026-06-21T06:05:24.691;835351535033872000;-501559;-510899;-518699;-650687;
2026-06-21T06:05:24.698;835351535041279407;-501602;-510942;-518742;-650687;
2026-06-21T06:05:24.705;835351535048686815;-501638;-510978;-518778;-650687;
2026-06-21T06:05:24.713;835351535056094222;-501667;-511007;-518807;-650687;
2026-06-21T06:05:24.720;835351535063501630;-501689;-511029;-518829;-650687;
2026-06-21T06:05:24.728;835351535070909037;-501702;-511042;-518842;-650687;
2026-06-21T06:05:24.735;835351535078316444;-501707;-511047;-518847;-650687;
2026-06-21T06:05:24.742;835351535085723852;-501702;-511042;-518842;-650687;
2026-06-21T06:05:24.750;835351535093131259;-501688;-511028;-518828;-650687;
2026-06-21T06:05:24.757;835351535100538667;-501663;-511003;-518803;-650687;
2026-06-21T06:05:24.765;835351535107946074;-501628;-510968;-518768;-650687;
2026-06-21T06:05:24.772;835351535115353481;-501581;-510921;-518721;-650687;
2026-06-21T06:05:24.779;835351535122760889;-501524;-510864;-518664;-650687;
2026-06-21T06:05:24.787;835351535130168296;-501455;-510795;-518595;-650687;
2026-06-21T06:05:24.794;835351535137575704;-501375;-510715;-518515;-650687;
2026-06-21T06:05:24.802;835351535144983111;-501283;-510623;-518423;-650687;
2026-06-21T06:05:24.809;835351535152390519;-501181;-510521;-518321;-650687;
2026-06-21T06:05:24.816;835351535159797926;-501068;-510408;-518208;-650687;
2026-06-21T06:05:24.824;835351535167205333;-500945;-510285;-518085;-650687;
2026-06-21T06:05:24.831;835351535174612741;-500811;-510151;-517951;-650687;
2026-06-21T06:05:24.839;835351535182020148;-500668;-510008;-517808;-650687;
2026-06-21T06:05:24.846;835351535189427556;-500516;-509856;-517656;-650687;
2026-06-21T06:05:24.853;835351535196834963;-500356;-509696;-517496;-650687;
2026-06-21T06:05:24.861;835351535204242370;-500189;-509529;-517329;-650686;
2026-06-21T06:05:24.868;835351535211649778;-500015;-509355;-517155;-650686;
2026-06-21T06:05:24.876;835351535219057185;-499835;-509175;-516975;-650686;
2026-06-21T06:05:24.883;835351535226464593;-499650;-508990;-516790;-650686;
2026-06-21T06:05:24.891;835351535233872000;-499461;-508801;-516601;-650686;
2026-06-21T06:05:24.898;835351535241279407;-499270;-508610;-516410;-650686;
2026-06-21T06:05:24.905;835351535248686815;-499077;-508417;-516217;-650686;
2026-06-21T06:05:24.913;835351535256094222;-498883;-508223;-516023;-650686;
2026-06-21T06:05:24.920;835351535263501630;-498690;-508030;-515830;-650686;
2026-06-21T06:05:24.928;835351535270909037;-498499;-507839;-515639;-650686;
2026-06-21T06:05:24.935;835351535278316444;-498310;-507650;-515450;-650686;
2026-06-21T06:05:24.942;835351535285723852;-498125;-507465;-515265;-650686;
2026-06-21T06:05:24.950;835351535293131259;-497945;-507285;-515085;-650686;
2026-06-21T06:05:24.957;835351535300538667;-497771;-507111;-514911;-650686;
2026-06-21T06:05:24.965;835351535307946074;-497605;-506945;-514745;-650686;
2026-06-21T06:05:24.972;835351535315353481;-497446;-506786;-514586;-650686;
2026-06-21T06:05:24.979;835351535322760889;-497296;-506636;-514436;-650686;
2026-06-21T06:05:24.987;835351535330168296;-497156;-506496;-514296;-650686;
2026-06-21T06:05:24.994;835351535337575704;-497027;-506367;-514167;-650686;
2026-06-21T06:05:25.002;835351535344983111;-496909;-506249;-514049;-650686;
2026-06-21T06:05:25.009;835351535352390519;-496804;-506144;-513944;-650686;
2026-06-21T06:05:25.016;835351535359797926;-496711;-506051;-513851;-650686;
2026-06-21T06:05:25.024;835351535367205333;-496631;-505971;-513771;-650686;
2026-06-21T06:05:25.031;835351535374612741;-496564;-505904;-513704;-650686;
2026-06-21T06:05:25.039;835351535382020148;-496512;-505852;-513652;-650686;
2026-06-21T06:05:25.046;835351535389427556;-496474;-505814;-513614;-650686;
2026-06-21T06:05:25.053;835351535396834963;-496449;-505789;-513589;-650686;
2026-06-21T06:05:25.061;835351535404242370;-496440;-505780;-513580;-650686;
2026-06-21T06:05:25.068;835351535411649778;-496444;-505784;-513584;-650686;
2026-06-21T06:05:25.076;835351535419057185;-496462;-505802;-513602;-650686;
2026-06-21T06:05:25.083;835351535426464593;-496493;-505833;-513633;-650686;
2026-06-21T06:05:25.091;835351535433872000;-496538;-505878;-513678;-650686;
2026-06-21T06:05:25.098;835351535441279407;-496596;-505936;-513736;-650686;
2026-06-21T06:05:25.105;835351535448686815;-496666;-506006;-513806;-650686;
2026-06-21T06:05:25.113;835351535456094222;-496748;-506088;-513888;-650686;
2026-06-21T06:05:25.120;835351535463501630;-496840;-506180;-513980;-650686;
2026-06-21T06:05:25.128;835351535470909037;-496943;-506283;-514083;-650686;
2026-06-21T06:05:25.135;835351535478316444;-497055;-506395;-514195;-650685;
2026-06-21T06:05:25.142;835351535485723852;-497176;-506516;-514316;-650685;
2026-06-21T06:05:25.150;835351535493131259;-497304;-506644;-514444;-650685;
2026-06-21T06:05:25.157;835351535500538667;-497439;-506779;-514579;-650685;
2026-06-21T06:05:25.165;835351535507946074;-497579;-506919;-514719;-650685;
2026-06-21T06:05:25.172;835351535515353481;-497724;-507064;-514864;-650685;
2026-06-21T06:05:25.179;835351535522760889;-497873;-507213;-515013;-650685;
2026-06-21T06:05:25.187;835351535530168296;-498024;-507364;-515164;-650685;
2026-06-21T06:05:25.194;835351535537575704;-498177;-507517;-515317;-650685;
2026-06-21T06:05:25.202;835351535544983111;-498331;-507671;-515471;-650685;
2026-06-21T06:05:25.209;835351535552390519;-498484;-507824;-515624;-650685;
2026-06-21T06:05:25.216;835351535559797926;-498635;-507975;-515775;-650685;
2026-06-21T06:05:25.224;835351535567205333;-498785;-508125;-515925;-650685;
2026-06-21T06:05:25.231;835351535574612741;-498931;-508271;-516071;-650685;
2026-06-21T06:05:25.239;835351535582020148;-499074;-508414;-516214;-650685;
2026-06-21T06:05:25.246;835351535589427556;-499211;-508551;-516351;-650685;
2026-06-21T06:05:25.253;835351535596834963;-499344;-508684;-516484;-650685;
2026-06-21T06:05:25.261;835351535604242370;-499471;-508811;-516611;-650685;
2026-06-21T06:05:25.268;835351535611649778;-499591;-508931;-516731;-650685;
2026-06-21T06:05:25.276;835351535619057185;-499704;-509044;-516844;-650685;
2026-06-21T06:05:25.283;835351535626464593;-499810;-509150;-516950;-650685;
2026-06-21T06:05:25.291;835351535633872000;-499909;-509249;-517049;-650685;
2026-06-21T06:05:25.298;835351535641279407;-499999;-509339;-517139;-650685;
2026-06-21T06:05:25.305;835351535648686815;-500082;-509422;-517222;-650685;
2026-06-21T06:05:25.313;835351535656094222;-500157;-509497;-517297;-650685;
2026-06-21T06:05:25.320;835351535663501630;-500224;-509564;-517364;-650685;
2026-06-21T06:05:25.328;835351535670909037;-500283;-509623;-517423;-650685;
2026-06-21T06:05:25.335;835351535678316444;-500334;-509674;-517474;-650685;
2026-06-21T06:05:25.342;835351535685723852;-500378;-509718;-517518;-650685;
2026-06-21T06:05:25.350;835351535693131259;-500416;-509756;-517556;-650685;
2026-06-21T06:05:25.357;835351535700538667;-500446;-509786;-517586;-650685;
2026-06-21T06:05:25.365;835351535707946074;-500471;-509811;-517611;-650685;
2026-06-21T06:05:25.372;835351535715353481;-500490;-509830;-517630;-650685;
2026-06-21T06:05:25.379;835351535722760889;-500503;-509843;-517643;-650685;
2026-06-21T06:05:25.387;835351535730168296;-500513;-509853;-517653;-650685;
2026-06-21T06:05:25.394;835351535737575704;-500519;-509859;-517659;-650685;
2026-06-21T06:05:25.402;835351535744983111;-500521;-509861;-517661;-650685;
2026-06-21T06:05:25.409;835351535752390519;-500521;-509861;-517661;-650684;
2026-06-21T06:05:25.416;835351535759797926;-500519;-509859;-517659;-650684;
2026-06-21T06:05:25.424;835351535767205333;-500516;-509856;-517656;-650684;
2026-06-21T06:05:25.431;835351535774612741;-500513;-509853;-517653;-650684;
2026-06-21T06:05:25.439;835351535782020148;-500510;-509850;-517650;-650684;
2026-06-21T06:05:25.446;835351535789427556;-500508;-509848;-517648;-650684;
2026-06-21T06:05:25.453;835351535796834963;-500507;-509847;-517647;-650684;
2026-06-21T06:05:25.461;835351535804242370;-500508;-509848;-517648;-650684;
2026-06-21T06:05:25.468;835351535811649778;-500511;-509851;-517651;-650684;
2026-06-21T06:05:25.476;835351535819057185;-500518;-509858;-517658;-650684;
2026-06-21T06:05:25.483;835351535826464593;-500528;-509868;-517668;-650684;
2026-06-21T06:05:25.491;835351535833872000;-500542;-509882;-517682;-650684;
2026-06-21T06:05:25.498;835351535841279407;-500560;-509900;-517700;-650684;
2026-06-21T06:05:25.505;835351535848686815;-500582;-509922;-517722;-650684;
2026-06-21T06:05:25.513;835351535856094222;-500609;-509949;-517749;-650684;
2026-06-21T06:05:25.520;835351535863501630;-500640;-509980;-517780;-650684;
2026-06-21T06:05:25.528;835351535870909037;-500675;-510015;-517815;-650684;
2026-06-21T06:05:25.535;835351535878316444;-500715;-510055;-517855;-650684;
2026-06-21T06:05:25.542;835351535885723852;-500759;-510099;-517899;-650684;
2026-06-21T06:05:25.550;835351535893131259;-500807;-510147;-517947;-650684;
2026-06-21T06:05:25.557;835351535900538667;-500859;-510199;-517999;-650684;
2026-06-21T06:05:25.565;835351535907946074;-500914;-510254;-518054;-650684;
2026-06-21T06:05:25.572;835351535915353481;-500972;-510312;-518112;-650684;
2026-06-21T06:05:25.579;835351535922760889;-501033;-510373;-518173;-650684;
2026-06-21T06:05:25.587;835351535930168296;-501095;-510435;-518235;-650684;
2026-06-21T06:05:25.594;835351535937575704;-501158;-510498;-518298;-650684;
2026-06-21T06:05:25.602;835351535944983111;-501222;-510562;-518362;-650684;
2026-06-21T06:05:25.609;835351535952390519;-501285;-510625;-518425;-650684;
2026-06-21T06:05:25.616;835351535959797926;-501348;-510688;-518488;-650684;
2026-06-21T06:05:25.624;835351535967205333;-501409;-510749;-518549;-650684;
2026-06-21T06:05:25.631;835351535974612741;-501467;-510807;-518607;-650684;
2026-06-21T06:05:25.639;835351535982020148;-501522;-510862;-518662;-650684;
2026-06-21T06:05:25.646;835351535989427556;-501573;-510913;-518713;-650684;
2026-06-21T06:05:25.653;835351535996834963;-501618;-510958;-518758;-650684;
2026-06-21T06:05:25.661;835351536004242370;-501658;-510998;-518798;-650684;
2026-06-21T06:05:25.668;835351536011649778;-501692;-511032;-518832;-650684;
2026-06-21T06:05:25.676;835351536019057185;-501718;-511058;-518858;-650684;
2026-06-21T06:05:25.683;835351536026464593;-501736;-511076;-518876;-650684;
2026-06-21T06:05:25.691;835351536033872000;-501746;-511086;-518886;-650683;
2026-06-21T06:05:25.698;835351536041279407;-501747;-511087;-518887;-650683;
2026-06-21T06:05:25.705;835351536048686815;-501737;-511077;-518877;-650683;
2026-06-21T06:05:25.713;835351536056094222;-501718;-511058;-518858;-650683;
2026-06-21T06:05:25.720;835351536063501630;-501688;-511028;-518828;-650683;
2026-06-21T06:05:25.728;835351536070909037;-501647;-510987;-518787;-650683;
2026-06-21T06:05:25.735;835351536078316444;-501594;-510934;-518734;-650683;
2026-06-21T06:05:25.742;835351536085723852;-501531;-510871;-518671;-650683;
2026-06-21T06:05:25.750;835351536093131259;-501456;-510796;-518596;-650683;
2026-06-21T06:05:25.757;835351536100538667;-501370;-510710;-518510;-650683;
2026-06-21T06:05:25.765;835351536107946074;-501272;-510612;-518412;-650683;
2026-06-21T06:05:25.772;835351536115353481;-501164;-510504;-518304;-650683;
2026-06-21T06:05:25.779;835351536122760889;-501044;-510384;-518184;-650683;
2026-06-21T06:05:25.787;835351536130168296;-500915;-510255;-518055;-650683;
2026-06-21T06:05:25.794;835351536137575704;-500775;-510115;-517915;-650683;
2026-06-21T06:05:25.802;835351536144983111;-500626;-509966;-517766;-650683;
2026-06-21T06:05:25.809;835351536152390519;-500469;-509809;-517609;-650683;
2026-06-21T06:05:25.816;835351536159797926;-500303;-509643;-517443;-650683;
2026-06-21T06:05:25.824;835351536167205333;-500131;-509471;-517271;-650683;
2026-06-21T06:05:25.831;835351536174612741;-499952;-509292;-517092;-650683;
2026-06-21T06:05:25.839;835351536182020148;-499768;-509108;-516908;-650683;
2026-06-21T06:05:25.846;835351536189427556;-499580;-508920;-516720;-650683;
2026-06-21T06:05:25.853;835351536196834963;-499389;-508729;-516529;-650683;
2026-06-21T06:05:25.861;835351536204242370;-499195;-508535;-516335;-650683;
2026-06-21T06:05:25.868;835351536211649778;-499000;-508340;-516140;-650683;
2026-06-21T06:05:25.876;835351536219057185;-498806;-508146;-515946;-650683;
2026-06-21T06:05:25.883;835351536226464593;-498612;-507952;-515752;-650683;
2026-06-21T06:05:25.891;835351536233872000;-498421;-507761;-515561;-650683;
2026-06-21T06:05:25.898;835351536241279407;-498234;-507574;-515374;-650683;
2026-06-21T06:05:25.905;835351536248686815;-498051;-507391;-515191;-650683;
2026-06-21T06:05:25.913;835351536256094222;-497873;-507213;-515013;-650683;
2026-06-21T06:05:25.920;835351536263501630;-497703;-507043;-514843;-650683;
2026-06-21T06:05:25.928;835351536270909037;-497540;-506880;-514680;-650683;
2026-06-21T06:05:25.935;835351536278316444;-497386;-506726;-514526;-650683;
2026-06-21T06:05:25.942;835351536285723852;-497242;-506582;-514382;-650683;
2026-06-21T06:05:25.950;835351536293131259;-497108;-506448;-514248;-650683;
2026-06-21T06:05:25.957;835351536300538667;-496986;-506326;-514126;-650683;
2026-06-21T06:05:25.965;835351536307946074;-496876;-506216;-514016;-650683;
2026-06-21T06:05:25.972;835351536315353481;-496778;-506118;-513918;-650682;
2026-06-21T06:05:25.979;835351536322760889;-496694;-506034;-513834;-650682;
2026-06-21T06:05:25.987;835351536330168296;-496623;-505963;-513763;-650682;
2026-06-21T06:05:25.994;835351536337575704;-496566;-505906;-513706;-650682;
2026-06-21T06:05:26.002;835351536344983111;-496523;-505863;-513663;-650682;
2026-06-21T06:05:26.009;835351536352390519;-496495;-505835;-513635;-650682;
2026-06-21T06:05:26.016;835351536359797926;-496481;-505821;-513621;-650682;
2026-06-21T06:05:26.024;835351536367205333;-496481;-505821;-513621;-650682;
2026-06-21T06:05:26.031;835351536374612741;-496495;-505835;-513635;-650682;
2026-06-21T06:05:26.039;835351536382020148;-496524;-505864;-513664;-650682;
2026-06-21T06:05:26.046;835351536389427556;-496566;-505906;-513706;-650682;
2026-06-21T06:05:26.053;835351536396834963;-496621;-505961;-513761;-650682;
2026-06-21T06:05:26.061;835351536404242370;-496688;-506028;-513828;-650682;
2026-06-21T06:05:26.068;835351536411649778;-496768;-506108;-513908;-650682;
2026-06-21T06:05:26.076;835351536419057185;-496858;-506198;-513998;-650682;
2026-06-21T06:05:26.083;835351536426464593;-496959;-506299;-514099;-650682;
2026-06-21T06:05:26.091;835351536433872000;-497070;-506410;-514210;-650682;
2026-06-21T06:05:26.098;835351536441279407;-497190;-506530;-514330;-650682;
2026-06-21T06:05:26.105;835351536448686815;-497317;-506657;-514457;-650682;
2026-06-21T06:05:26.113;835351536456094222;-497452;-506792;-514592;-650682;
2026-06-21T06:05:26.120;835351536463501630;-497592;-506932;-514732;-650682;
2026-06-21T06:05:26.128;835351536470909037;-497737;-507077;-514877;-650682;
2026-06-21T06:05:26.135;835351536478316444;-497886;-507226;-515026;-650682;
2026-06-21T06:05:26.142;835351536485723852;-498038;-507378;-515178;-650682;
2026-06-21T06:05:26.150;835351536493131259;-498192;-507532;-515332;-650682;
2026-06-21T06:05:26.157;835351536500538667;-498346;-507686;-515486;-650682;
2026-06-21T06:05:26.165;835351536507946074;-498500;-507840;-515640;-650682;
2026-06-21T06:05:26.172;835351536515353481;-498653;-507993;-515793;-650682;
2026-06-21T06:05:26.179;835351536522760889;-498803;-508143;-515943;-650682;
2026-06-21T06:05:26.187;835351536530168296;-498951;-508291;-516091;-650682;
2026-06-21T06:05:26.194;835351536537575704;-499095;-508435;-516235;-650682;
2026-06-21T06:05:26.202;835351536544983111;-499234;-508574;-516374;-650682;
2026-06-21T06:05:26.209;835351536552390519;-499368;-508708;-516508;-650682;
2026-06-21T06:05:26.216;835351536559797926;-499496;-508836;-516636;-650682;
2026-06-21T06:05:26.224;835351536567205333;-499618;-508958;-516758;-650682;
2026-06-21T06:05:26.231;835351536574612741;-499733;-509073;-516873;-650682;
2026-06-21T06:05:26.239;835351536582020148;-499840;-509180;-516980;-650682;
2026-06-21T06:05:26.246;835351536589427556;-499940;-509280;-517080;-650681;
2026-06-21T06:05:26.253;835351536596834963;-500032;-509372;-517172;-650681;
2026-06-21T06:05:26.261;835351536604242370;-500115;-509455;-517255;-650681;
2026-06-21T06:05:26.268;835351536611649778;-500191;-509531;-517331;-650681;
2026-06-21T06:05:26.276;835351536619057185;-500259;-509599;-517399;-650681;
2026-06-21T06:05:26.283;835351536626464593;-500319;-509659;-517459;-650681;
2026-06-21T06:05:26.291;835351536633872000;-500371;-509711;-517511;-650681;
2026-06-21T06:05:26.298;835351536641279407;-500416;-509756;-517556;-650681;
2026-06-21T06:05:26.305;835351536648686815;-500454;-509794;-517594;-650681;
2026-06-21T06:05:26.313;835351536656094222;-500485;-509825;-517625;-650681;
2026-06-21T06:05:26.320;835351536663501630;-500509;-509849;-517649;-650681;
2026-06-21T06:05:26.328;835351536670909037;-500529;-509869;-517669;-650681;
2026-06-21T06:05:26.335;835351536678316444;-500543;-509883;-517683;-650681;
2026-06-21T06:05:26.342;835351536685723852;-500552;-509892;-517692;-650681;
2026-06-21T06:05:26.350;835351536693131259;-500558;-509898;-517698;-650681;
2026-06-21T06:05:26.357;835351536700538667;-500560;-509900;-517700;-650681;
2026-06-21T06:05:26.365;835351536707946074;-500560;-509900;-517700;-650681;
2026-06-21T06:05:26.372;835351536715353481;-500558;-509898;-517698;-650681;
2026-06-21T06:05:26.379;835351536722760889;-500556;-509896;-517696;-650681;
2026-06-21T06:05:26.387;835351536730168296;-500552;-509892;-517692;-650681;
2026-06-21T06:05:26.394;835351536737575704;-500549;-509889;-517689;-650681;
2026-06-21T06:05:26.402;835351536744983111;-500547;-509887;-517687;-650681;
2026-06-21T06:05:26.409;835351536752390519;-500546;-509886;-517686;-650681;
2026-06-21T06:05:26.416;835351536759797926;-500547;-509887;-517687;-650681;
2026-06-21T06:05:26.424;835351536767205333;-500551;-509891;-517691;-650681;
2026-06-21T06:05:26.431;835351536774612741;-500558;-509898;-517698;-650681;
2026-06-21T06:05:26.439;835351536782020148;-500568;-509908;-517708;-650681;
2026-06-21T06:05:26.446;835351536789427556;-500582;-509922;-517722;-650681;
2026-06-21T06:05:26.453;835351536796834963;-500601;-509941;-517741;-650681;
2026-06-21T06:05:26.461;835351536804242370;-500623;-509963;-517763;-650681;
2026-06-21T06:05:26.468;835351536811649778;-500651;-509991;-517791;-650681;
2026-06-21T06:05:26.476;835351536819057185;-500682;-510022;-517822;-650681;
2026-06-21T06:05:26.483;835351536826464593;-500718;-510058;-517858;-650681;
2026-06-21T06:05:26.491;835351536833872000;-500759;-510099;-517899;-650681;
2026-06-21T06:05:26.498;835351536841279407;-500804;-510144;-517944;-650681;
2026-06-21T06:05:26.505;835351536848686815;-500853;-510193;-517993;-650681;
2026-06-21T06:05:26.513;835351536856094222;-500905;-510245;-518045;-650681;
2026-06-21T06:05:26.520;835351536863501630;-500961;-510301;-518101;-650681;
2026-06-21T06:05:26.528;835351536870909037;-501020;-510360;-518160;-650681;
