Phone timestamp;RR-interval [ms]
2026-06-13T20:45:56.525;1019
2026-06-13T20:45:57.493;968
2026-06-13T20:45:58.491;998
2026-06-13T20:45:59.544;1053
2026-06-13T20:46:00.575;1031
2026-06-13T20:46:01.547;972
2026-06-13T20:46:02.533;986
2026-06-13T20:46:03.579;1046
2026-06-13T20:46:04.621;1042
2026-06-13T20:46:05.601;980
2026-06-13T20:46:06.577;976
2026-06-13T20:46:07.613;1036
2026-06-13T20:46:08.662;1049
2026-06-13T20:46:09.653;991
2026-06-13T20:46:10.621;968
2026-06-13T20:46:11.644;1023
2026-06-13T20:46:12.698;1054
2026-06-13T20:46:13.701;1003
2026-06-13T20:46:14.666;965
2026-06-13T20:46:15.675;1009
2026-06-13T20:46:16.729;1054
2026-06-13T20:46:17.744;1015
2026-06-13T20:46:18.709;965
2026-06-13T20:46:19.704;995
2026-06-13T20:46:20.754;1050
2026-06-13T20:46:21.781;1027
2026-06-13T20:46:22.750;969
2026-06-13T20:46:23.732;982
2026-06-13T20:46:24.774;1042
2026-06-13T20:46:25.811;1037
2026-06-13T20:46:26.787;976
2026-06-13T20:46:27.758;971
2026-06-13T20:46:28.789;1031
2026-06-13T20:46:29.834;1045
2026-06-13T20:46:30.820;986
2026-06-13T20:46:31.783;963
2026-06-13T20:46:32.801;1018
2026-06-13T20:46:33.849;1048
2026-06-13T20:46:34.846;997
2026-06-13T20:46:35.805;959
2026-06-13T20:46:36.809;1004
2026-06-13T20:46:37.857;1048
2026-06-13T20:46:38.867;1010
2026-06-13T20:46:39.826;959
2026-06-13T20:46:40.815;989
2026-06-13T20:46:41.859;1044
2026-06-13T20:46:42.880;1021
2026-06-13T20:46:43.842;962
2026-06-13T20:46:44.818;976
2026-06-13T20:46:45.854;1036
2026-06-13T20:46:46.885;1031
2026-06-13T20:46:47.854;969
2026-06-13T20:46:48.819;965
2026-06-13T20:46:49.844;1025
2026-06-13T20:46:50.882;1038
2026-06-13T20:46:51.861;979
2026-06-13T20:46:52.818;957
2026-06-13T20:46:53.829;1011
2026-06-13T20:46:54.871;1042
2026-06-13T20:46:55.862;991
2026-06-13T20:46:56.814;952
2026-06-13T20:46:57.811;997
2026-06-13T20:46:58.852;1041
2026-06-13T20:46:59.855;1003
2026-06-13T20:47:00.807;952
2026-06-13T20:47:01.789;982
2026-06-13T20:47:02.826;1037
2026-06-13T20:47:03.841;1015
2026-06-13T20:47:04.797;956
2026-06-13T20:47:05.766;969
2026-06-13T20:47:06.795;1029
2026-06-13T20:47:07.819;1024
2026-06-13T20:47:08.782;963
2026-06-13T20:47:09.740;958
2026-06-13T20:47:10.758;1018
2026-06-13T20:47:11.790;1032
2026-06-13T20:47:12.763;973
2026-06-13T20:47:13.713;950
2026-06-13T20:47:14.718;1005
2026-06-13T20:47:15.754;1036
2026-06-13T20:47:16.739;985
2026-06-13T20:47:17.685;946
2026-06-13T20:47:18.676;991
2026-06-13T20:47:19.712;1036
2026-06-13T20:47:20.709;997
2026-06-13T20:47:21.656;947
2026-06-13T20:47:22.633;977
2026-06-13T20:47:23.665;1032
2026-06-13T20:47:24.674;1009
2026-06-13T20:47:25.625;951
2026-06-13T20:47:26.589;964
2026-06-13T20:47:27.614;1025
2026-06-13T20:47:28.634;1020
2026-06-13T20:47:29.593;959
2026-06-13T20:47:30.547;954
2026-06-13T20:47:31.561;1014
2026-06-13T20:47:32.589;1028
2026-06-13T20:47:33.558;969
2026-06-13T20:47:34.505;947
2026-06-13T20:47:35.507;1002
2026-06-13T20:47:36.539;1032
2026-06-13T20:47:37.521;982
2026-06-13T20:47:38.464;943
2026-06-13T20:47:39.452;988
2026-06-13T20:47:40.485;1033
2026-06-13T20:47:41.480;995
2026-06-13T20:47:42.424;944
2026-06-13T20:47:43.399;975
2026-06-13T20:47:44.429;1030
2026-06-13T20:47:45.437;1008
2026-06-13T20:47:46.386;949
2026-06-13T20:47:47.349;963
2026-06-13T20:47:48.372;1023
2026-06-13T20:47:49.391;1019
2026-06-13T20:47:50.348;957
2026-06-13T20:47:51.301;953
2026-06-13T20:47:52.315;1014
2026-06-13T20:47:53.342;1027
2026-06-13T20:47:54.311;969
2026-06-13T20:47:55.258;947
2026-06-13T20:47:56.260;1002
2026-06-13T20:47:57.292;1032
2026-06-13T20:47:58.274;982
2026-06-13T20:47:59.218;944
2026-06-13T20:48:00.207;989
2026-06-13T20:48:01.241;1034
2026-06-13T20:48:02.237;996
2026-06-13T20:48:03.182;945
2026-06-13T20:48:04.158;976
2026-06-13T20:48:05.190;1032
2026-06-13T20:48:06.199;1009
2026-06-13T20:48:07.150;951
2026-06-13T20:48:08.115;965
2026-06-13T20:48:09.141;1026
2026-06-13T20:48:10.162;1021
2026-06-13T20:48:11.122;960
2026-06-13T20:48:12.078;956
2026-06-13T20:48:13.095;1017
2026-06-13T20:48:14.125;1030
2026-06-13T20:48:15.097;972
2026-06-13T20:48:16.047;950
2026-06-13T20:48:17.052;1005
2026-06-13T20:48:18.088;1036
2026-06-13T20:48:19.074;986
2026-06-13T20:48:20.022;948
2026-06-13T20:48:21.015;993
2026-06-13T20:48:22.053;1038
2026-06-13T20:48:23.053;1000
2026-06-13T20:48:24.003;950
2026-06-13T20:48:24.984;981
2026-06-13T20:48:26.020;1036
2026-06-13T20:48:27.034;1014
2026-06-13T20:48:27.990;956
2026-06-13T20:48:28.960;970
2026-06-13T20:48:29.991;1031
2026-06-13T20:48:31.018;1027
2026-06-13T20:48:31.984;966
2026-06-13T20:48:32.945;961
2026-06-13T20:48:33.967;1022
2026-06-13T20:48:35.003;1036
2026-06-13T20:48:35.981;978
2026-06-13T20:48:36.937;956
2026-06-13T20:48:37.948;1011
2026-06-13T20:48:38.990;1042
2026-06-13T20:48:39.982;992
2026-06-13T20:48:40.936;954
2026-06-13T20:48:41.936;1000
2026-06-13T20:48:42.981;1045
2026-06-13T20:48:43.988;1007
2026-06-13T20:48:44.945;957
2026-06-13T20:48:45.933;988
2026-06-13T20:48:46.976;1043
2026-06-13T20:48:47.997;1021
2026-06-13T20:48:48.960;963
2026-06-13T20:48:49.937;977
2026-06-13T20:48:50.975;1038
2026-06-13T20:48:52.008;1033
2026-06-13T20:48:52.980;972
2026-06-13T20:48:53.948;968
2026-06-13T20:48:54.977;1029
2026-06-13T20:48:56.020;1043
2026-06-13T20:48:57.005;985
2026-06-13T20:48:57.968;963
2026-06-13T20:48:58.986;1018
2026-06-13T20:49:00.035;1049
2026-06-13T20:49:01.034;999
2026-06-13T20:49:01.995;961
2026-06-13T20:49:03.001;1006
2026-06-13T20:49:04.052;1051
2026-06-13T20:49:05.065;1013
2026-06-13T20:49:06.028;963
2026-06-13T20:49:07.022;994
2026-06-13T20:49:08.071;1049
2026-06-13T20:49:09.098;1027
2026-06-13T20:49:10.067;969
2026-06-13T20:49:11.050;983
2026-06-13T20:49:12.094;1044
2026-06-13T20:49:13.133;1039
2026-06-13T20:49:14.111;978
2026-06-13T20:49:15.085;974
2026-06-13T20:49:16.120;1035
2026-06-13T20:49:17.168;1048
2026-06-13T20:49:18.158;990
2026-06-13T20:49:19.126;968
2026-06-13T20:49:20.149;1023
2026-06-13T20:49:21.203;1054
2026-06-13T20:49:22.207;1004
2026-06-13T20:49:23.173;966
2026-06-13T20:49:24.184;1011
2026-06-13T20:49:25.240;1056
2026-06-13T20:49:26.258;1018
2026-06-13T20:49:27.225;967
2026-06-13T20:49:28.223;998
2026-06-13T20:49:29.276;1053
2026-06-13T20:49:30.307;1031
2026-06-13T20:49:31.280;973
2026-06-13T20:49:32.266;986
2026-06-13T20:49:33.313;1047
2026-06-13T20:49:34.355;1042
2026-06-13T20:49:35.336;981
2026-06-13T20:49:36.313;977
2026-06-13T20:49:37.350;1037
2026-06-13T20:49:38.401;1051
2026-06-13T20:49:39.393;992
2026-06-13T20:49:40.363;970
2026-06-13T20:49:41.388;1025
2026-06-13T20:49:42.444;1056
2026-06-13T20:49:43.449;1005
2026-06-13T20:49:44.416;967
2026-06-13T20:49:45.428;1012
2026-06-13T20:49:46.485;1057
2026-06-13T20:49:47.504;1019
2026-06-13T20:49:48.472;968
2026-06-13T20:49:49.470;998
2026-06-13T20:49:50.524;1054
2026-06-13T20:49:51.555;1031
2026-06-13T20:49:52.528;973
2026-06-13T20:49:53.514;986
2026-06-13T20:49:54.561;1047
2026-06-13T20:49:55.603;1042
2026-06-13T20:49:56.583;980
2026-06-13T20:49:57.559;976
2026-06-13T20:49:58.595;1036
2026-06-13T20:49:59.645;1050
2026-06-13T20:50:00.636;991
2026-06-13T20:50:01.604;968
2026-06-13T20:50:02.627;1023
2026-06-13T20:50:03.681;1054
2026-06-13T20:50:04.684;1003
2026-06-13T20:50:05.649;965
2026-06-13T20:50:06.658;1009
2026-06-13T20:50:07.712;1054
2026-06-13T20:50:08.728;1016
2026-06-13T20:50:09.693;965
2026-06-13T20:50:10.688;995
2026-06-13T20:50:11.738;1050
2026-06-13T20:50:12.766;1028
2026-06-13T20:50:13.735;969
2026-06-13T20:50:14.717;982
2026-06-13T20:50:15.760;1043
2026-06-13T20:50:16.798;1038
2026-06-13T20:50:17.774;976
2026-06-13T20:50:18.745;971
2026-06-13T20:50:19.777;1032
2026-06-13T20:50:20.822;1045
2026-06-13T20:50:21.808;986
2026-06-13T20:50:22.772;964
2026-06-13T20:50:23.791;1019
2026-06-13T20:50:24.840;1049
2026-06-13T20:50:25.838;998
2026-06-13T20:50:26.797;959
2026-06-13T20:50:27.801;1004
2026-06-13T20:50:28.850;1049
2026-06-13T20:50:29.860;1010
2026-06-13T20:50:30.819;959
2026-06-13T20:50:31.809;990
2026-06-13T20:50:32.853;1044
2026-06-13T20:50:33.875;1022
2026-06-13T20:50:34.838;963
2026-06-13T20:50:35.814;976
2026-06-13T20:50:36.850;1036
2026-06-13T20:50:37.881;1031
2026-06-13T20:50:38.851;970
2026-06-13T20:50:39.816;965
2026-06-13T20:50:40.841;1025
2026-06-13T20:50:41.880;1039
2026-06-13T20:50:42.860;980
2026-06-13T20:50:43.817;957
2026-06-13T20:50:44.829;1012
2026-06-13T20:50:45.871;1042
2026-06-13T20:50:46.862;991
2026-06-13T20:50:47.815;953
2026-06-13T20:50:48.812;997
2026-06-13T20:50:49.854;1042
2026-06-13T20:50:50.857;1003
2026-06-13T20:50:51.810;953
2026-06-13T20:50:52.793;983
2026-06-13T20:50:53.831;1038
2026-06-13T20:50:54.846;1015
2026-06-13T20:50:55.802;956
2026-06-13T20:50:56.772;970
2026-06-13T20:50:57.802;1030
2026-06-13T20:50:58.827;1025
2026-06-13T20:50:59.790;963
2026-06-13T20:51:00.749;959
2026-06-13T20:51:01.768;1019
2026-06-13T20:51:02.800;1032
2026-06-13T20:51:03.773;973
2026-06-13T20:51:04.724;951
2026-06-13T20:51:05.730;1006
2026-06-13T20:51:06.766;1036
2026-06-13T20:51:07.751;985
2026-06-13T20:51:08.698;947
2026-06-13T20:51:09.689;991
2026-06-13T20:51:10.725;1036
2026-06-13T20:51:11.723;998
2026-06-13T20:51:12.670;947
2026-06-13T20:51:13.647;977
2026-06-13T20:51:14.679;1032
2026-06-13T20:51:15.689;1010
2026-06-13T20:51:16.640;951
2026-06-13T20:51:17.605;965
2026-06-13T20:51:18.630;1025
2026-06-13T20:51:19.650;1020
2026-06-13T20:51:20.609;959
2026-06-13T20:51:21.563;954
2026-06-13T20:51:22.577;1014
2026-06-13T20:51:23.605;1028
2026-06-13T20:51:24.574;969
2026-06-13T20:51:25.521;947
2026-06-13T20:51:26.523;1002
2026-06-13T20:51:27.555;1032
2026-06-13T20:51:28.537;982
2026-06-13T20:51:29.480;943
2026-06-13T20:51:30.468;988
2026-06-13T20:51:31.501;1033
2026-06-13T20:51:32.496;995
2026-06-13T20:51:33.440;944
2026-06-13T20:51:34.415;975
2026-06-13T20:51:35.445;1030
2026-06-13T20:51:36.453;1008
2026-06-13T20:51:37.402;949
2026-06-13T20:51:38.365;963
2026-06-13T20:51:39.388;1023
2026-06-13T20:51:40.407;1019
2026-06-13T20:51:41.364;957
2026-06-13T20:51:42.317;953
2026-06-13T20:51:43.330;1013
2026-06-13T20:51:44.357;1027
2026-06-13T20:51:45.326;969
2026-06-13T20:51:46.272;946
2026-06-13T20:51:47.274;1002
2026-06-13T20:51:48.306;1032
2026-06-13T20:51:49.288;982
2026-06-13T20:51:50.232;944
2026-06-13T20:51:51.221;989
2026-06-13T20:51:52.255;1034
2026-06-13T20:51:53.251;996
2026-06-13T20:51:54.196;945
2026-06-13T20:51:55.172;976
2026-06-13T20:51:56.203;1031
2026-06-13T20:51:57.212;1009
2026-06-13T20:51:58.163;951
2026-06-13T20:51:59.128;965
2026-06-13T20:52:00.153;1025
2026-06-13T20:52:01.174;1021
2026-06-13T20:52:02.134;960
2026-06-13T20:52:03.089;955
2026-06-13T20:52:04.105;1016
2026-06-13T20:52:05.135;1030
2026-06-13T20:52:06.107;972
2026-06-13T20:52:07.057;950
2026-06-13T20:52:08.062;1005
2026-06-13T20:52:09.098;1036
2026-06-13T20:52:10.084;986
2026-06-13T20:52:11.032;948
2026-06-13T20:52:12.025;993
2026-06-13T20:52:13.063;1038
2026-06-13T20:52:14.063;1000
2026-06-13T20:52:15.013;950
2026-06-13T20:52:15.994;981
2026-06-13T20:52:17.030;1036
2026-06-13T20:52:18.044;1014
2026-06-13T20:52:19.000;956
2026-06-13T20:52:19.970;970
2026-06-13T20:52:21.000;1030
2026-06-13T20:52:22.026;1026
2026-06-13T20:52:22.991;965
2026-06-13T20:52:23.952;961
2026-06-13T20:52:24.974;1022
2026-06-13T20:52:26.010;1036
2026-06-13T20:52:26.988;978
2026-06-13T20:52:27.944;956
2026-06-13T20:52:28.955;1011
2026-06-13T20:52:29.997;1042
2026-06-13T20:52:30.989;992
2026-06-13T20:52:31.943;954
2026-06-13T20:52:32.942;999
2026-06-13T20:52:33.986;1044
2026-06-13T20:52:34.992;1006
2026-06-13T20:52:35.948;956
2026-06-13T20:52:36.935;987
2026-06-13T20:52:37.978;1043
2026-06-13T20:52:38.999;1021
2026-06-13T20:52:39.961;962
2026-06-13T20:52:40.937;976
2026-06-13T20:52:41.974;1037
2026-06-13T20:52:43.007;1033
2026-06-13T20:52:43.979;972
2026-06-13T20:52:44.947;968
2026-06-13T20:52:45.976;1029
2026-06-13T20:52:47.019;1043
2026-06-13T20:52:48.003;984
2026-06-13T20:52:48.965;962
2026-06-13T20:52:49.983;1018
2026-06-13T20:52:51.032;1049
2026-06-13T20:52:52.030;998
2026-06-13T20:52:52.990;960
2026-06-13T20:52:53.996;1006
2026-06-13T20:52:55.047;1051
2026-06-13T20:52:56.060;1013
2026-06-13T20:52:57.023;963
2026-06-13T20:52:58.016;993
2026-06-13T20:52:59.065;1049
2026-06-13T20:53:00.092;1027
2026-06-13T20:53:01.061;969
2026-06-13T20:53:02.043;982
2026-06-13T20:53:03.086;1043
2026-06-13T20:53:04.125;1039
2026-06-13T20:53:05.103;978
2026-06-13T20:53:06.077;974
2026-06-13T20:53:07.111;1034
2026-06-13T20:53:08.159;1048
2026-06-13T20:53:09.149;990
2026-06-13T20:53:10.117;968
2026-06-13T20:53:11.140;1023
2026-06-13T20:53:12.194;1054
2026-06-13T20:53:13.197;1003
2026-06-13T20:53:14.162;965
2026-06-13T20:53:15.172;1010
2026-06-13T20:53:16.227;1055
2026-06-13T20:53:17.244;1017
2026-06-13T20:53:18.211;967
2026-06-13T20:53:19.209;998
2026-06-13T20:53:20.262;1053
2026-06-13T20:53:21.293;1031
2026-06-13T20:53:22.265;972
2026-06-13T20:53:23.251;986
2026-06-13T20:53:24.298;1047
2026-06-13T20:53:25.340;1042
2026-06-13T20:53:26.321;981
2026-06-13T20:53:27.298;977
2026-06-13T20:53:28.335;1037
2026-06-13T20:53:29.386;1051
2026-06-13T20:53:30.378;992
2026-06-13T20:53:31.348;970
2026-06-13T20:53:32.373;1025
2026-06-13T20:53:33.429;1056
2026-06-13T20:53:34.434;1005
2026-06-13T20:53:35.401;967
2026-06-13T20:53:36.413;1012
2026-06-13T20:53:37.470;1057
2026-06-13T20:53:38.489;1019
2026-06-13T20:53:39.457;968
2026-06-13T20:53:40.456;999
2026-06-13T20:53:41.510;1054
2026-06-13T20:53:42.541;1031
2026-06-13T20:53:43.514;973
2026-06-13T20:53:44.500;986
2026-06-13T20:53:45.547;1047
2026-06-13T20:53:46.589;1042
2026-06-13T20:53:47.570;981
2026-06-13T20:53:48.546;976
2026-06-13T20:53:49.582;1036
2026-06-13T20:53:50.632;1050
2026-06-13T20:53:51.623;991
2026-06-13T20:53:52.592;969
2026-06-13T20:53:53.616;1024
2026-06-13T20:53:54.670;1054
2026-06-13T20:53:55.673;1003
2026-06-13T20:53:56.638;965
2026-06-13T20:53:57.648;1010
2026-06-13T20:53:58.702;1054
2026-06-13T20:53:59.718;1016
2026-06-13T20:54:00.683;965
2026-06-13T20:54:01.679;996
2026-06-13T20:54:02.730;1051
2026-06-13T20:54:03.758;1028
2026-06-13T20:54:04.727;969
2026-06-13T20:54:05.710;983
2026-06-13T20:54:06.753;1043
2026-06-13T20:54:07.791;1038
2026-06-13T20:54:08.768;977
2026-06-13T20:54:09.740;972
2026-06-13T20:54:10.772;1032
2026-06-13T20:54:11.817;1045
2026-06-13T20:54:12.804;987
2026-06-13T20:54:13.768;964
2026-06-13T20:54:14.787;1019
2026-06-13T20:54:15.836;1049
2026-06-13T20:54:16.834;998
2026-06-13T20:54:17.794;960
2026-06-13T20:54:18.798;1004
2026-06-13T20:54:19.847;1049
2026-06-13T20:54:20.858;1011
2026-06-13T20:54:21.818;960
2026-06-13T20:54:22.808;990
2026-06-13T20:54:23.853;1045
2026-06-13T20:54:24.875;1022
2026-06-13T20:54:25.838;963
2026-06-13T20:54:26.815;977
2026-06-13T20:54:27.852;1037
2026-06-13T20:54:28.884;1032
2026-06-13T20:54:29.854;970
2026-06-13T20:54:30.820;966
2026-06-13T20:54:31.846;1026
2026-06-13T20:54:32.885;1039
2026-06-13T20:54:33.865;980
2026-06-13T20:54:34.823;958
2026-06-13T20:54:35.835;1012
2026-06-13T20:54:36.878;1043
2026-06-13T20:54:37.870;992
2026-06-13T20:54:38.823;953
2026-06-13T20:54:39.821;998
2026-06-13T20:54:40.863;1042
2026-06-13T20:54:41.867;1004
2026-06-13T20:54:42.820;953
2026-06-13T20:54:43.803;983
2026-06-13T20:54:44.841;1038
2026-06-13T20:54:45.856;1015
2026-06-13T20:54:46.813;957
2026-06-13T20:54:47.783;970
2026-06-13T20:54:48.813;1030
2026-06-13T20:54:49.838;1025
2026-06-13T20:54:50.802;964
2026-06-13T20:54:51.761;959
2026-06-13T20:54:52.780;1019
2026-06-13T20:54:53.813;1033
2026-06-13T20:54:54.787;974
2026-06-13T20:54:55.738;951
2026-06-13T20:54:56.744;1006
2026-06-13T20:54:57.780;1036
2026-06-13T20:54:58.766;986
2026-06-13T20:54:59.713;947
2026-06-13T20:55:00.705;992
2026-06-13T20:55:01.741;1036
2026-06-13T20:55:02.739;998
2026-06-13T20:55:03.686;947
2026-06-13T20:55:04.664;978
2026-06-13T20:55:05.697;1033
2026-06-13T20:55:06.707;1010
2026-06-13T20:55:07.658;951
2026-06-13T20:55:08.623;965
2026-06-13T20:55:09.648;1025
2026-06-13T20:55:10.668;1020
2026-06-13T20:55:11.627;959
2026-06-13T20:55:12.581;954
2026-06-13T20:55:13.596;1015
2026-06-13T20:55:14.624;1028
2026-06-13T20:55:15.593;969
2026-06-13T20:55:16.540;947
2026-06-13T20:55:17.542;1002
2026-06-13T20:55:18.575;1033
2026-06-13T20:55:19.557;982
2026-06-13T20:55:20.501;944
2026-06-13T20:55:21.489;988
2026-06-13T20:55:22.522;1033
2026-06-13T20:55:23.517;995
2026-06-13T20:55:24.461;944
2026-06-13T20:55:25.436;975
2026-06-13T20:55:26.466;1030
2026-06-13T20:55:27.474;1008
2026-06-13T20:55:28.423;949
2026-06-13T20:55:29.386;963
2026-06-13T20:55:30.409;1023
2026-06-13T20:55:31.428;1019
2026-06-13T20:55:32.385;957
2026-06-13T20:55:33.338;953
2026-06-13T20:55:34.351;1013
2026-06-13T20:55:35.378;1027
2026-06-13T20:55:36.347;969
2026-06-13T20:55:37.293;946
2026-06-13T20:55:38.295;1002
2026-06-13T20:55:39.327;1032
2026-06-13T20:55:40.309;982
2026-06-13T20:55:41.253;944
2026-06-13T20:55:42.242;989
2026-06-13T20:55:43.276;1034
2026-06-13T20:55:44.272;996
2026-06-13T20:55:45.217;945
2026-06-13T20:55:46.193;976
2026-06-13T20:55:47.224;1031
2026-06-13T20:55:48.233;1009
2026-06-13T20:55:49.184;951
2026-06-13T20:55:50.148;964
2026-06-13T20:55:51.173;1025
2026-06-13T20:55:52.194;1021
2026-06-13T20:55:53.154;960
2026-06-13T20:55:54.109;955
2026-06-13T20:55:55.125;1016
2026-06-13T20:55:56.155;1030
2026-06-13T20:55:57.126;971
2026-06-13T20:55:58.075;949
2026-06-13T20:55:59.080;1005
2026-06-13T20:56:00.116;1036
2026-06-13T20:56:01.101;985
2026-06-13T20:56:02.048;947
2026-06-13T20:56:03.040;992
2026-06-13T20:56:04.078;1038
2026-06-13T20:56:05.078;1000
2026-06-13T20:56:06.027;949
2026-06-13T20:56:07.007;980
2026-06-13T20:56:08.043;1036
2026-06-13T20:56:09.057;1014
2026-06-13T20:56:10.012;955
2026-06-13T20:56:10.981;969
2026-06-13T20:56:12.011;1030
2026-06-13T20:56:13.037;1026
2026-06-13T20:56:14.002;965
2026-06-13T20:56:14.963;961
2026-06-13T20:56:15.984;1021
2026-06-13T20:56:17.019;1035
2026-06-13T20:56:17.996;977
2026-06-13T20:56:18.951;955
2026-06-13T20:56:19.962;1011
2026-06-13T20:56:21.003;1041
2026-06-13T20:56:21.994;991
2026-06-13T20:56:22.947;953
2026-06-13T20:56:23.946;999
2026-06-13T20:56:24.990;1044
2026-06-13T20:56:25.996;1006
2026-06-13T20:56:26.952;956
2026-06-13T20:56:27.939;987
2026-06-13T20:56:28.981;1042
2026-06-13T20:56:30.001;1020
2026-06-13T20:56:30.963;962
2026-06-13T20:56:31.939;976
2026-06-13T20:56:32.976;1037
2026-06-13T20:56:34.008;1032
2026-06-13T20:56:34.980;972
2026-06-13T20:56:35.947;967
2026-06-13T20:56:36.975;1028
2026-06-13T20:56:38.017;1042
2026-06-13T20:56:39.001;984
2026-06-13T20:56:39.963;962
2026-06-13T20:56:40.980;1017
2026-06-13T20:56:42.028;1048
2026-06-13T20:56:43.026;998
2026-06-13T20:56:43.986;960
2026-06-13T20:56:44.991;1005
2026-06-13T20:56:46.041;1050
2026-06-13T20:56:47.053;1012
2026-06-13T20:56:48.015;962
2026-06-13T20:56:49.008;993
2026-06-13T20:56:50.056;1048
2026-06-13T20:56:51.082;1026
2026-06-13T20:56:52.050;968
2026-06-13T20:56:53.032;982
2026-06-13T20:56:54.075;1043
2026-06-13T20:56:55.114;1039
2026-06-13T20:56:56.092;978
2026-06-13T20:56:57.065;973
2026-06-13T20:56:58.099;1034
2026-06-13T20:56:59.147;1048
2026-06-13T20:57:00.137;990
2026-06-13T20:57:01.104;967
2026-06-13T20:57:02.127;1023
2026-06-13T20:57:03.181;1054
2026-06-13T20:57:04.184;1003
2026-06-13T20:57:05.149;965
2026-06-13T20:57:06.159;1010
2026-06-13T20:57:07.214;1055
2026-06-13T20:57:08.231;1017
2026-06-13T20:57:09.198;967
2026-06-13T20:57:10.196;998
2026-06-13T20:57:11.249;1053
2026-06-13T20:57:12.280;1031
2026-06-13T20:57:13.252;972
2026-06-13T20:57:14.238;986
2026-06-13T20:57:15.285;1047
2026-06-13T20:57:16.327;1042
2026-06-13T20:57:17.308;981
2026-06-13T20:57:18.284;976
2026-06-13T20:57:19.321;1037
2026-06-13T20:57:20.372;1051
2026-06-13T20:57:21.364;992
2026-06-13T20:57:22.334;970
2026-06-13T20:57:23.359;1025
2026-06-13T20:57:24.415;1056
2026-06-13T20:57:25.420;1005
2026-06-13T20:57:26.387;967
2026-06-13T20:57:27.399;1012
2026-06-13T20:57:28.456;1057
2026-06-13T20:57:29.475;1019
2026-06-13T20:57:30.443;968
2026-06-13T20:57:31.442;999
2026-06-13T20:57:32.496;1054
2026-06-13T20:57:33.527;1031
2026-06-13T20:57:34.500;973
2026-06-13T20:57:35.486;986
2026-06-13T20:57:36.533;1047
2026-06-13T20:57:37.575;1042
2026-06-13T20:57:38.556;981
2026-06-13T20:57:39.532;976
2026-06-13T20:57:40.569;1037
2026-06-13T20:57:41.619;1050
2026-06-13T20:57:42.610;991
2026-06-13T20:57:43.579;969
2026-06-13T20:57:44.603;1024
2026-06-13T20:57:45.657;1054
2026-06-13T20:57:46.661;1004
2026-06-13T20:57:47.626;965
2026-06-13T20:57:48.636;1010
2026-06-13T20:57:49.691;1055
2026-06-13T20:57:50.707;1016
2026-06-13T20:57:51.673;966
2026-06-13T20:57:52.669;996
2026-06-13T20:57:53.720;1051
2026-06-13T20:57:54.748;1028
2026-06-13T20:57:55.718;970
2026-06-13T20:57:56.701;983
2026-06-13T20:57:57.744;1043
2026-06-13T20:57:58.783;1039
2026-06-13T20:57:59.760;977
2026-06-13T20:58:00.732;972
2026-06-13T20:58:01.765;1033
2026-06-13T20:58:02.811;1046
2026-06-13T20:58:03.798;987
2026-06-13T20:58:04.762;964
2026-06-13T20:58:05.781;1019
2026-06-13T20:58:06.831;1050
2026-06-13T20:58:07.830;999
