Phone timestamp;sensor timestamp [ns];channel 0
2026-07-18T02:14:07.660;900351534893974753;128
2026-07-18T02:14:07.668;900351534901927799;128
2026-07-18T02:14:07.676;900351534909880844;128
2026-07-18T02:14:07.683;900351534917833889;128
2026-07-18T02:14:07.691;900351534925786934;128
2026-07-18T02:14:07.699;900351534933739979;129
2026-07-18T02:14:07.707;900351534941693025;129
2026-07-18T02:14:07.715;900351534949646070;129
2026-07-18T02:14:07.723;900351534957599115;129
2026-07-18T02:14:07.731;900351534965552160;128
2026-07-18T02:14:07.739;900351534973505206;128
2026-07-18T02:14:07.747;900351534981458251;128
2026-07-18T02:14:07.755;900351534989411296;128
2026-07-18T02:14:07.763;900351534997364341;128
2026-07-18T02:14:07.771;900351535005317386;128
2026-07-18T02:14:07.779;900351535013270432;128
2026-07-18T02:14:07.787;900351535021223477;128
2026-07-18T02:14:07.795;900351535029176522;128
2026-07-18T02:14:07.803;900351535037129567;128
2026-07-18T02:14:07.811;900351535045082613;128
2026-07-18T02:14:07.819;900351535053035658;129
2026-07-18T02:14:07.827;900351535060988703;129
2026-07-18T02:14:07.835;900351535068941748;129
2026-07-18T02:14:07.843;900351535076894793;129
2026-07-18T02:14:07.850;900351535084847839;129
2026-07-18T02:14:07.858;900351535092800884;130
2026-07-18T02:14:07.866;900351535100753929;130
2026-07-18T02:14:07.874;900351535108706974;131
2026-07-18T02:14:07.882;900351535116660020;131
2026-07-18T02:14:07.890;900351535124613065;132
2026-07-18T02:14:07.898;900351535132566110;132
2026-07-18T02:14:07.906;900351535140519155;133
2026-07-18T02:14:07.914;900351535148472200;133
2026-07-18T02:14:07.922;900351535156425246;134
2026-07-18T02:14:07.930;900351535164378291;135
2026-07-18T02:14:07.938;900351535172331336;135
2026-07-18T02:14:07.946;900351535180284381;136
2026-07-18T02:14:07.954;900351535188237427;137
2026-07-18T02:14:07.962;900351535196190472;138
2026-07-18T02:14:07.970;900351535204143517;138
2026-07-18T02:14:07.978;900351535212096562;139
2026-07-18T02:14:07.986;900351535220049607;140
2026-07-18T02:14:07.994;900351535228002653;141
2026-07-18T02:14:08.002;900351535235955698;141
2026-07-18T02:14:08.010;900351535243908743;142
2026-07-18T02:14:08.017;900351535251861788;143
2026-07-18T02:14:08.025;900351535259814834;143
2026-07-18T02:14:08.033;900351535267767879;144
2026-07-18T02:14:08.041;900351535275720924;145
2026-07-18T02:14:08.049;900351535283673969;145
2026-07-18T02:14:08.057;900351535291627014;145
2026-07-18T02:14:08.065;900351535299580060;146
2026-07-18T02:14:08.073;900351535307533105;146
2026-07-18T02:14:08.081;900351535315486150;146
2026-07-18T02:14:08.089;900351535323439195;146
2026-07-18T02:14:08.097;900351535331392241;146
2026-07-18T02:14:08.105;900351535339345286;146
2026-07-18T02:14:08.113;900351535347298331;146
2026-07-18T02:14:08.121;900351535355251376;146
2026-07-18T02:14:08.129;900351535363204421;145
2026-07-18T02:14:08.137;900351535371157467;145
2026-07-18T02:14:08.145;900351535379110512;144
2026-07-18T02:14:08.153;900351535387063557;143
2026-07-18T02:14:08.161;900351535395016602;142
2026-07-18T02:14:08.169;900351535402969647;141
2026-07-18T02:14:08.177;900351535410922693;140
2026-07-18T02:14:08.185;900351535418875738;139
2026-07-18T02:14:08.192;900351535426828783;138
2026-07-18T02:14:08.200;900351535434781828;136
2026-07-18T02:14:08.208;900351535442734874;135
2026-07-18T02:14:08.216;900351535450687919;133
2026-07-18T02:14:08.224;900351535458640964;131
2026-07-18T02:14:08.232;900351535466594009;130
2026-07-18T02:14:08.240;900351535474547054;128
2026-07-18T02:14:08.248;900351535482500100;126
2026-07-18T02:14:08.256;900351535490453145;123
2026-07-18T02:14:08.264;900351535498406190;121
2026-07-18T02:14:08.272;900351535506359235;119
2026-07-18T02:14:08.280;900351535514312281;117
2026-07-18T02:14:08.288;900351535522265326;115
2026-07-18T02:14:08.296;900351535530218371;112
2026-07-18T02:14:08.304;900351535538171416;110
2026-07-18T02:14:08.312;900351535546124461;107
2026-07-18T02:14:08.320;900351535554077507;105
2026-07-18T02:14:08.328;900351535562030552;103
2026-07-18T02:14:08.336;900351535569983597;100
2026-07-18T02:14:08.344;900351535577936642;98
2026-07-18T02:14:08.352;900351535585889688;95
2026-07-18T02:14:08.359;900351535593842733;93
2026-07-18T02:14:08.367;900351535601795778;91
2026-07-18T02:14:08.375;900351535609748823;89
2026-07-18T02:14:08.383;900351535617701868;86
2026-07-18T02:14:08.391;900351535625654914;84
2026-07-18T02:14:08.399;900351535633607959;82
2026-07-18T02:14:08.407;900351535641561004;81
2026-07-18T02:14:08.415;900351535649514049;79
2026-07-18T02:14:08.423;900351535657467095;77
2026-07-18T02:14:08.431;900351535665420140;75
2026-07-18T02:14:08.439;900351535673373185;74
2026-07-18T02:14:08.447;900351535681326230;73
2026-07-18T02:14:08.455;900351535689279275;71
2026-07-18T02:14:08.463;900351535697232321;70
2026-07-18T02:14:08.471;900351535705185366;69
2026-07-18T02:14:08.479;900351535713138411;69
2026-07-18T02:14:08.487;900351535721091456;68
2026-07-18T02:14:08.495;900351535729044502;67
2026-07-18T02:14:08.503;900351535736997547;67
2026-07-18T02:14:08.511;900351535744950592;67
2026-07-18T02:14:08.519;900351535752903637;67
2026-07-18T02:14:08.526;900351535760856682;67
2026-07-18T02:14:08.534;900351535768809728;67
2026-07-18T02:14:08.542;900351535776762773;67
2026-07-18T02:14:08.550;900351535784715818;68
2026-07-18T02:14:08.558;900351535792668863;68
2026-07-18T02:14:08.566;900351535800621909;69
2026-07-18T02:14:08.574;900351535808574954;70
2026-07-18T02:14:08.582;900351535816527999;71
2026-07-18T02:14:08.590;900351535824481044;72
2026-07-18T02:14:08.598;900351535832434089;73
2026-07-18T02:14:08.606;900351535840387135;74
2026-07-18T02:14:08.614;900351535848340180;76
2026-07-18T02:14:08.622;900351535856293225;77
2026-07-18T02:14:08.630;900351535864246270;79
2026-07-18T02:14:08.638;900351535872199316;80
2026-07-18T02:14:08.646;900351535880152361;82
2026-07-18T02:14:08.654;900351535888105406;84
2026-07-18T02:14:08.662;900351535896058451;86
2026-07-18T02:14:08.670;900351535904011496;88
2026-07-18T02:14:08.678;900351535911964542;89
2026-07-18T02:14:08.686;900351535919917587;91
2026-07-18T02:14:08.693;900351535927870632;93
2026-07-18T02:14:08.701;900351535935823677;95
2026-07-18T02:14:08.709;900351535943776723;97
2026-07-18T02:14:08.717;900351535951729768;99
2026-07-18T02:14:08.725;900351535959682813;101
2026-07-18T02:14:08.733;900351535967635858;102
2026-07-18T02:14:08.741;900351535975588903;104
2026-07-18T02:14:08.749;900351535983541949;106
2026-07-18T02:14:08.757;900351535991494994;108
2026-07-18T02:14:08.765;900351535999448039;109
2026-07-18T02:14:08.773;900351536007401084;111
2026-07-18T02:14:08.781;900351536015354130;112
2026-07-18T02:14:08.789;900351536023307175;114
2026-07-18T02:14:08.797;900351536031260220;115
2026-07-18T02:14:08.805;900351536039213265;116
2026-07-18T02:14:08.813;900351536047166310;118
2026-07-18T02:14:08.821;900351536055119356;119
2026-07-18T02:14:08.829;900351536063072401;120
2026-07-18T02:14:08.837;900351536071025446;121
2026-07-18T02:14:08.845;900351536078978491;122
2026-07-18T02:14:08.853;900351536086931536;123
2026-07-18T02:14:08.861;900351536094884582;123
2026-07-18T02:14:08.868;900351536102837627;124
2026-07-18T02:14:08.876;900351536110790672;125
2026-07-18T02:14:08.884;900351536118743717;125
2026-07-18T02:14:08.892;900351536126696763;126
2026-07-18T02:14:08.900;900351536134649808;126
2026-07-18T02:14:08.908;900351536142602853;126
2026-07-18T02:14:08.916;900351536150555898;127
2026-07-18T02:14:08.924;900351536158508943;127
2026-07-18T02:14:08.932;900351536166461989;127
2026-07-18T02:14:08.940;900351536174415034;127
2026-07-18T02:14:08.948;900351536182368079;127
2026-07-18T02:14:08.956;900351536190321124;127
2026-07-18T02:14:08.964;900351536198274170;127
2026-07-18T02:14:08.972;900351536206227215;127
2026-07-18T02:14:08.980;900351536214180260;127
2026-07-18T02:14:08.988;900351536222133305;127
2026-07-18T02:14:08.996;900351536230086350;127
2026-07-18T02:14:09.004;900351536238039396;127
2026-07-18T02:14:09.012;900351536245992441;127
2026-07-18T02:14:09.020;900351536253945486;127
2026-07-18T02:14:09.028;900351536261898531;127
2026-07-18T02:14:09.035;900351536269851577;127
2026-07-18T02:14:09.043;900351536277804622;127
2026-07-18T02:14:09.051;900351536285757667;127
2026-07-18T02:14:09.059;900351536293710712;127
2026-07-18T02:14:09.067;900351536301663757;127
2026-07-18T02:14:09.075;900351536309616803;127
2026-07-18T02:14:09.083;900351536317569848;127
2026-07-18T02:14:09.091;900351536325522893;128
2026-07-18T02:14:09.099;900351536333475938;128
2026-07-18T02:14:09.107;900351536341428984;128
2026-07-18T02:14:09.115;900351536349382029;129
2026-07-18T02:14:09.123;900351536357335074;129
2026-07-18T02:14:09.131;900351536365288119;130
2026-07-18T02:14:09.139;900351536373241164;130
2026-07-18T02:14:09.147;900351536381194210;131
2026-07-18T02:14:09.155;900351536389147255;131
2026-07-18T02:14:09.163;900351536397100300;132
2026-07-18T02:14:09.171;900351536405053345;132
2026-07-18T02:14:09.179;900351536413006391;133
2026-07-18T02:14:09.187;900351536420959436;134
2026-07-18T02:14:09.195;900351536428912481;135
2026-07-18T02:14:09.202;900351536436865526;135
2026-07-18T02:14:09.210;900351536444818571;136
2026-07-18T02:14:09.218;900351536452771617;137
2026-07-18T02:14:09.226;900351536460724662;138
2026-07-18T02:14:09.234;900351536468677707;138
2026-07-18T02:14:09.242;900351536476630752;139
2026-07-18T02:14:09.250;900351536484583798;140
2026-07-18T02:14:09.258;900351536492536843;141
2026-07-18T02:14:09.266;900351536500489888;141
2026-07-18T02:14:09.274;900351536508442933;142
2026-07-18T02:14:09.282;900351536516395978;143
2026-07-18T02:14:09.290;900351536524349024;143
2026-07-18T02:14:09.298;900351536532302069;144
2026-07-18T02:14:09.306;900351536540255114;144
2026-07-18T02:14:09.314;900351536548208159;144
2026-07-18T02:14:09.322;900351536556161205;145
2026-07-18T02:14:09.330;900351536564114250;145
2026-07-18T02:14:09.338;900351536572067295;145
2026-07-18T02:14:09.346;900351536580020340;145
2026-07-18T02:14:09.354;900351536587973385;145
2026-07-18T02:14:09.362;900351536595926431;145
2026-07-18T02:14:09.370;900351536603879476;144
2026-07-18T02:14:09.377;900351536611832521;144
2026-07-18T02:14:09.385;900351536619785566;143
2026-07-18T02:14:09.393;900351536627738612;143
2026-07-18T02:14:09.401;900351536635691657;142
2026-07-18T02:14:09.409;900351536643644702;141
2026-07-18T02:14:09.417;900351536651597747;140
2026-07-18T02:14:09.425;900351536659550792;139
2026-07-18T02:14:09.433;900351536667503838;138
2026-07-18T02:14:09.441;900351536675456883;137
2026-07-18T02:14:09.449;900351536683409928;135
2026-07-18T02:14:09.457;900351536691362973;134
2026-07-18T02:14:09.465;900351536699316019;132
2026-07-18T02:14:09.473;900351536707269064;130
2026-07-18T02:14:09.481;900351536715222109;128
2026-07-18T02:14:09.489;900351536723175154;127
2026-07-18T02:14:09.497;900351536731128199;125
2026-07-18T02:14:09.505;900351536739081245;122
2026-07-18T02:14:09.513;900351536747034290;120
2026-07-18T02:14:09.521;900351536754987335;118
2026-07-18T02:14:09.529;900351536762940380;116
2026-07-18T02:14:09.537;900351536770893426;114
2026-07-18T02:14:09.544;900351536778846471;111
2026-07-18T02:14:09.552;900351536786799516;109
2026-07-18T02:14:09.560;900351536794752561;106
2026-07-18T02:14:09.568;900351536802705606;104
2026-07-18T02:14:09.576;900351536810658652;102
2026-07-18T02:14:09.584;900351536818611697;99
2026-07-18T02:14:09.592;900351536826564742;97
2026-07-18T02:14:09.600;900351536834517787;94
2026-07-18T02:14:09.608;900351536842470832;92
2026-07-18T02:14:09.616;900351536850423878;90
2026-07-18T02:14:09.624;900351536858376923;88
2026-07-18T02:14:09.632;900351536866329968;85
2026-07-18T02:14:09.640;900351536874283013;83
2026-07-18T02:14:09.648;900351536882236059;81
2026-07-18T02:14:09.656;900351536890189104;79
2026-07-18T02:14:09.664;900351536898142149;78
2026-07-18T02:14:09.672;900351536906095194;76
2026-07-18T02:14:09.680;900351536914048239;74
2026-07-18T02:14:09.688;900351536922001285;73
2026-07-18T02:14:09.696;900351536929954330;71
2026-07-18T02:14:09.704;900351536937907375;70
2026-07-18T02:14:09.711;900351536945860420;69
2026-07-18T02:14:09.719;900351536953813466;68
2026-07-18T02:14:09.727;900351536961766511;67
2026-07-18T02:14:09.735;900351536969719556;67
2026-07-18T02:14:09.743;900351536977672601;66
2026-07-18T02:14:09.751;900351536985625646;66
2026-07-18T02:14:09.759;900351536993578692;156
2026-07-18T02:14:09.767;900351537001531737;65
2026-07-18T02:14:09.775;900351537009484782;65
2026-07-18T02:14:09.783;900351537017437827;65
2026-07-18T02:14:09.791;900351537025390873;66
2026-07-18T02:14:09.799;900351537033343918;66
2026-07-18T02:14:09.807;900351537041296963;67
2026-07-18T02:14:09.815;900351537049250008;68
2026-07-18T02:14:09.823;900351537057203053;68
2026-07-18T02:14:09.831;900351537065156099;69
2026-07-18T02:14:09.839;900351537073109144;70
2026-07-18T02:14:09.847;900351537081062189;72
2026-07-18T02:14:09.855;900351537089015234;73
2026-07-18T02:14:09.863;900351537096968280;74
2026-07-18T02:14:09.871;900351537104921325;76
2026-07-18T02:14:09.879;900351537112874370;77
2026-07-18T02:14:09.886;900351537120827415;79
2026-07-18T02:14:09.894;900351537128780460;81
2026-07-18T02:14:09.902;900351537136733506;82
2026-07-18T02:14:09.910;900351537144686551;84
2026-07-18T02:14:09.918;900351537152639596;86
2026-07-18T02:14:09.926;900351537160592641;88
2026-07-18T02:14:09.934;900351537168545687;90
2026-07-18T02:14:09.942;900351537176498732;91
2026-07-18T02:14:09.950;900351537184451777;93
2026-07-18T02:14:09.958;900351537192404822;95
2026-07-18T02:14:09.966;900351537200357867;97
2026-07-18T02:14:09.974;900351537208310913;99
2026-07-18T02:14:09.982;900351537216263958;101
2026-07-18T02:14:09.990;900351537224217003;103
2026-07-18T02:14:09.998;900351537232170048;104
2026-07-18T02:14:10.006;900351537240123094;106
2026-07-18T02:14:10.014;900351537248076139;108
2026-07-18T02:14:10.022;900351537256029184;109
2026-07-18T02:14:10.030;900351537263982229;111
2026-07-18T02:14:10.038;900351537271935274;112
2026-07-18T02:14:10.046;900351537279888320;114
2026-07-18T02:14:10.053;900351537287841365;115
2026-07-18T02:14:10.061;900351537295794410;116
2026-07-18T02:14:10.069;900351537303747455;117
2026-07-18T02:14:10.077;900351537311700501;118
2026-07-18T02:14:10.085;900351537319653546;119
2026-07-18T02:14:10.093;900351537327606591;120
2026-07-18T02:14:10.101;900351537335559636;121
2026-07-18T02:14:10.109;900351537343512681;122
2026-07-18T02:14:10.117;900351537351465727;123
2026-07-18T02:14:10.125;900351537359418772;123
2026-07-18T02:14:10.133;900351537367371817;124
2026-07-18T02:14:10.141;900351537375324862;124
2026-07-18T02:14:10.149;900351537383277908;125
2026-07-18T02:14:10.157;900351537391230953;125
2026-07-18T02:14:10.165;900351537399183998;125
2026-07-18T02:14:10.173;900351537407137043;125
2026-07-18T02:14:10.181;900351537415090088;126
2026-07-18T02:14:10.189;900351537423043134;126
2026-07-18T02:14:10.197;900351537430996179;126
2026-07-18T02:14:10.205;900351537438949224;126
2026-07-18T02:14:10.213;900351537446902269;126
2026-07-18T02:14:10.220;900351537454855315;126
2026-07-18T02:14:10.228;900351537462808360;126
2026-07-18T02:14:10.236;900351537470761405;126
2026-07-18T02:14:10.244;900351537478714450;126
2026-07-18T02:14:10.252;900351537486667495;126
2026-07-18T02:14:10.260;900351537494620541;126
2026-07-18T02:14:10.268;900351537502573586;126
2026-07-18T02:14:10.276;900351537510526631;125
2026-07-18T02:14:10.284;900351537518479676;125
2026-07-18T02:14:10.292;900351537526432722;126
2026-07-18T02:14:10.300;900351537534385767;126
2026-07-18T02:14:10.308;900351537542338812;126
2026-07-18T02:14:10.316;900351537550291857;126
2026-07-18T02:14:10.324;900351537558244902;126
2026-07-18T02:14:10.332;900351537566197948;126
2026-07-18T02:14:10.340;900351537574150993;126
2026-07-18T02:14:10.348;900351537582104038;127
2026-07-18T02:14:10.356;900351537590057083;127
2026-07-18T02:14:10.364;900351537598010128;127
2026-07-18T02:14:10.372;900351537605963174;128
2026-07-18T02:14:10.380;900351537613916219;128
2026-07-18T02:14:10.387;900351537621869264;129
2026-07-18T02:14:10.395;900351537629822309;129
2026-07-18T02:14:10.403;900351537637775355;130
2026-07-18T02:14:10.411;900351537645728400;130
2026-07-18T02:14:10.419;900351537653681445;131
2026-07-18T02:14:10.427;900351537661634490;132
2026-07-18T02:14:10.435;900351537669587535;132
2026-07-18T02:14:10.443;900351537677540581;133
2026-07-18T02:14:10.451;900351537685493626;134
2026-07-18T02:14:10.459;900351537693446671;135
2026-07-18T02:14:10.467;900351537701399716;135
2026-07-18T02:14:10.475;900351537709352762;136
2026-07-18T02:14:10.483;900351537717305807;137
2026-07-18T02:14:10.491;900351537725258852;138
2026-07-18T02:14:10.499;900351537733211897;139
2026-07-18T02:14:10.507;900351537741164942;139
2026-07-18T02:14:10.515;900351537749117988;140
2026-07-18T02:14:10.523;900351537757071033;141
2026-07-18T02:14:10.531;900351537765024078;141
2026-07-18T02:14:10.539;900351537772977123;142
2026-07-18T02:14:10.547;900351537780930169;142
2026-07-18T02:14:10.555;900351537788883214;143
2026-07-18T02:14:10.562;900351537796836259;143
2026-07-18T02:14:10.570;900351537804789304;143
2026-07-18T02:14:10.578;900351537812742349;143
2026-07-18T02:14:10.586;900351537820695395;144
2026-07-18T02:14:10.594;900351537828648440;144
2026-07-18T02:14:10.602;900351537836601485;144
2026-07-18T02:14:10.610;900351537844554530;143
2026-07-18T02:14:10.618;900351537852507576;143
2026-07-18T02:14:10.626;900351537860460621;143
2026-07-18T02:14:10.634;900351537868413666;142
2026-07-18T02:14:10.642;900351537876366711;142
2026-07-18T02:14:10.650;900351537884319756;141
2026-07-18T02:14:10.658;900351537892272802;140
2026-07-18T02:14:10.666;900351537900225847;139
2026-07-18T02:14:10.674;900351537908178892;138
2026-07-18T02:14:10.682;900351537916131937;137
2026-07-18T02:14:10.690;900351537924084983;136
2026-07-18T02:14:10.698;900351537932038028;134
2026-07-18T02:14:10.706;900351537939991073;133
2026-07-18T02:14:10.714;900351537947944118;131
2026-07-18T02:14:10.722;900351537955897163;129
2026-07-18T02:14:10.729;900351537963850209;127
2026-07-18T02:14:10.737;900351537971803254;126
2026-07-18T02:14:10.745;900351537979756299;124
2026-07-18T02:14:10.753;900351537987709344;122
2026-07-18T02:14:10.761;900351537995662390;119
2026-07-18T02:14:10.769;900351538003615435;117
2026-07-18T02:14:10.777;900351538011568480;115
2026-07-18T02:14:10.785;900351538019521525;113
2026-07-18T02:14:10.793;900351538027474570;110
2026-07-18T02:14:10.801;900351538035427616;108
2026-07-18T02:14:10.809;900351538043380661;106
2026-07-18T02:14:10.817;900351538051333706;103
2026-07-18T02:14:10.825;900351538059286751;101
2026-07-18T02:14:10.833;900351538067239797;98
2026-07-18T02:14:10.841;900351538075192842;96
2026-07-18T02:14:10.849;900351538083145887;94
2026-07-18T02:14:10.857;900351538091098932;91
2026-07-18T02:14:10.865;900351538099051977;89
2026-07-18T02:14:10.873;900351538107005023;87
2026-07-18T02:14:10.881;900351538114958068;85
2026-07-18T02:14:10.889;900351538122911113;82
2026-07-18T02:14:10.896;900351538130864158;80
2026-07-18T02:14:10.904;900351538138817204;79
2026-07-18T02:14:10.912;900351538146770249;77
2026-07-18T02:14:10.920;900351538154723294;75
2026-07-18T02:14:10.928;900351538162676339;73
2026-07-18T02:14:10.936;900351538170629384;72
2026-07-18T02:14:10.944;900351538178582430;70
2026-07-18T02:14:10.952;900351538186535475;69
2026-07-18T02:14:10.960;900351538194488520;68
2026-07-18T02:14:10.968;900351538202441565;67
2026-07-18T02:14:10.976;900351538210394611;66
2026-07-18T02:14:10.984;900351538218347656;65
2026-07-18T02:14:10.992;900351538226300701;65
2026-07-18T02:14:11.000;900351538234253746;64
2026-07-18T02:14:11.008;900351538242206791;64
2026-07-18T02:14:11.016;900351538250159837;64
2026-07-18T02:14:11.024;900351538258112882;64
2026-07-18T02:14:11.032;900351538266065927;64
2026-07-18T02:14:11.040;900351538274018972;64
2026-07-18T02:14:11.048;900351538281972017;65
2026-07-18T02:14:11.056;900351538289925063;65
2026-07-18T02:14:11.064;900351538297878108;66
2026-07-18T02:14:11.071;900351538305831153;67
2026-07-18T02:14:11.079;900351538313784198;68
2026-07-18T02:14:11.087;900351538321737244;69
2026-07-18T02:14:11.095;900351538329690289;70
2026-07-18T02:14:11.103;900351538337643334;71
2026-07-18T02:14:11.111;900351538345596379;73
2026-07-18T02:14:11.119;900351538353549424;74
2026-07-18T02:14:11.127;900351538361502470;76
2026-07-18T02:14:11.135;900351538369455515;77
2026-07-18T02:14:11.143;900351538377408560;79
2026-07-18T02:14:11.151;900351538385361605;81
2026-07-18T02:14:11.159;900351538393314651;82
2026-07-18T02:14:11.167;900351538401267696;84
2026-07-18T02:14:11.175;900351538409220741;86
2026-07-18T02:14:11.183;900351538417173786;88
2026-07-18T02:14:11.191;900351538425126831;90
2026-07-18T02:14:11.199;900351538433079877;92
2026-07-18T02:14:11.207;900351538441032922;94
2026-07-18T02:14:11.215;900351538448985967;96
2026-07-18T02:14:11.223;900351538456939012;97
2026-07-18T02:14:11.231;900351538464892058;99
2026-07-18T02:14:11.238;900351538472845103;101
2026-07-18T02:14:11.246;900351538480798148;103
2026-07-18T02:14:11.254;900351538488751193;104
2026-07-18T02:14:11.262;900351538496704238;106
2026-07-18T02:14:11.270;900351538504657284;108
2026-07-18T02:14:11.278;900351538512610329;109
2026-07-18T02:14:11.286;900351538520563374;111
2026-07-18T02:14:11.294;900351538528516419;112
2026-07-18T02:14:11.302;900351538536469465;113
2026-07-18T02:14:11.310;900351538544422510;115
2026-07-18T02:14:11.318;900351538552375555;116
2026-07-18T02:14:11.326;900351538560328600;117
2026-07-18T02:14:11.334;900351538568281645;118
2026-07-18T02:14:11.342;900351538576234691;119
2026-07-18T02:14:11.350;900351538584187736;120
2026-07-18T02:14:11.358;900351538592140781;121
2026-07-18T02:14:11.366;900351538600093826;121
2026-07-18T02:14:11.374;900351538608046872;122
2026-07-18T02:14:11.382;900351538615999917;122
2026-07-18T02:14:11.390;900351538623952962;123
2026-07-18T02:14:11.398;900351538631906007;123
2026-07-18T02:14:11.405;900351538639859052;124
2026-07-18T02:14:11.413;900351538647812098;124
2026-07-18T02:14:11.421;900351538655765143;124
2026-07-18T02:14:11.429;900351538663718188;124
2026-07-18T02:14:11.437;900351538671671233;124
2026-07-18T02:14:11.445;900351538679624279;125
2026-07-18T02:14:11.453;900351538687577324;125
2026-07-18T02:14:11.461;900351538695530369;125
2026-07-18T02:14:11.469;900351538703483414;125
2026-07-18T02:14:11.477;900351538711436459;125
2026-07-18T02:14:11.485;900351538719389505;125
2026-07-18T02:14:11.493;900351538727342550;124
2026-07-18T02:14:11.501;900351538735295595;124
2026-07-18T02:14:11.509;900351538743248640;124
2026-07-18T02:14:11.517;900351538751201686;124
2026-07-18T02:14:11.525;900351538759154731;124
2026-07-18T02:14:11.533;900351538767107776;124
2026-07-18T02:14:11.541;900351538775060821;124
2026-07-18T02:14:11.549;900351538783013866;124
2026-07-18T02:14:11.557;900351538790966912;124
2026-07-18T02:14:11.565;900351538798919957;125
2026-07-18T02:14:11.573;900351538806873002;125
2026-07-18T02:14:11.580;900351538814826047;125
2026-07-18T02:14:11.588;900351538822779093;125
2026-07-18T02:14:11.596;900351538830732138;125
2026-07-18T02:14:11.604;900351538838685183;126
2026-07-18T02:14:11.612;900351538846638228;126
